relative_month,rows,fraud,pr_auc,recall,f1,brier,cost_total,cost_per_txn,approve_all_total,avoided_loss_total,review_count,direct_escalations,expected_review_handoffs,approved_fraud,fraud_not_stopped_amount
6,83088,2842,0.5424934073376074,0.5907811400422238,0.4800571837026447,0.06823408775453621,1003467.9379600002,12.077170445311,2445824.4735000003,1442356.53554,4611,4153,260.8,837,170924.45008000004
7,5493,241,0.6122614317045728,0.6680497925311203,0.5430016863406408,0.07462106649463296,87174.9905,15.870196704897142,254424.52225,167249.53175000002,318,352,19.200000000000003,56,14866.694
