split,score,brier,mean_score,fraud_rate
valid,pred,0.044037643286599065,0.1403418139885172,0.03434145019812375
valid,pred_iso,0.01998356723484925,0.03434145019812375,0.03434145019812375
holdout,pred,0.04787700980972794,0.14303872807747398,0.03480430340592226
holdout,pred_iso,0.021915786176459826,0.03547829671266659,0.03480430340592226
