model,strategy,window_days,scenario,review_effectiveness,update_cost,false_escalation_cost,rows,fraud_count,cost_total,cost_per_txn,reward_total,review_count,review_rate,escalate_count,approve_count,fraud_approved,fraud_referred,fraud_referred_rate,false_escalations_per_1000_legit,updates,update_cost_total
lightgbm,static,initial_70pct,model,0.8,100.0,25.0,88581,3083,812074.9368530001,9.167597304760616,-812074.9368530001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,0.8,500.0,5.0,88581,3083,770774.9368530001,8.701357366173333,-770774.9368530001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,0.8,500.0,10.0,88581,3083,781099.9368530001,8.817917350820155,-781099.9368530001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,0.8,500.0,25.0,88581,3083,812074.9368530001,9.167597304760616,-812074.9368530001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,0.0,5.0,88581,3083,690022.2749610001,7.789732278490874,-690022.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,0.0,10.0,88581,3083,700347.2749610001,7.906292263137694,-700347.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,0.0,25.0,88581,3083,731322.2749610001,8.255972217078154,-731322.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,100.0,5.0,88581,3083,690022.2749610001,7.789732278490874,-690022.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,100.0,10.0,88581,3083,700347.2749610001,7.906292263137694,-700347.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,100.0,25.0,88581,3083,731322.2749610001,8.255972217078154,-731322.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,500.0,5.0,88581,3083,690022.2749610001,7.789732278490874,-690022.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,500.0,10.0,88581,3083,700347.2749610001,7.906292263137694,-700347.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,static,initial_70pct,model,1.0,500.0,25.0,88581,3083,731322.2749610001,8.255972217078154,-731322.2749610001,4892,0.055226290062202955,3768,79921,946,2137,0.6931560168666883,24.152611757000166,0,0.0
lightgbm,periodic,14,model,0.6,0.0,5.0,88581,3083,919508.621551,10.380427197152889,-919508.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.6,0.0,10.0,88581,3083,931113.621551,10.511437233165127,-931113.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.6,0.0,25.0,88581,3083,965928.621551,10.904467341201839,-965928.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.6,100.0,5.0,88581,3083,920008.621551,10.386071748467504,-920008.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.6,100.0,10.0,88581,3083,931613.621551,10.517081784479743,-931613.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.6,100.0,25.0,88581,3083,966428.621551,10.910111892516454,-966428.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.6,500.0,5.0,88581,3083,922008.621551,10.408649953725968,-922008.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,0.6,500.0,10.0,88581,3083,933613.621551,10.539659989738206,-933613.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,0.6,500.0,25.0,88581,3083,968428.621551,10.932690097774918,-968428.621551,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,0.8,0.0,5.0,88581,3083,858305.001031,9.689493243822039,-858305.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.8,0.0,10.0,88581,3083,869910.001031,9.820503279834277,-869910.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.8,0.0,25.0,88581,3083,904725.001031,10.213533387870989,-904725.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,0.8,100.0,5.0,88581,3083,858805.001031,9.695137795136656,-858805.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.8,100.0,10.0,88581,3083,870410.001031,9.826147831148893,-870410.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.8,100.0,25.0,88581,3083,905225.001031,10.219177939185604,-905225.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,0.8,500.0,5.0,88581,3083,860805.001031,9.71771600039512,-860805.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,0.8,500.0,10.0,88581,3083,872410.001031,9.848726036407356,-872410.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,0.8,500.0,25.0,88581,3083,907225.001031,10.241756144444068,-907225.001031,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,2500.0
lightgbm,periodic,14,model,1.0,0.0,5.0,88581,3083,797101.380511,8.998559290491189,-797101.380511,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,1.0,0.0,10.0,88581,3083,808706.380511,9.129569326503427,-808706.380511,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,1.0,0.0,25.0,88581,3083,843521.380511,9.522599434540139,-843521.380511,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,0.0
lightgbm,periodic,14,model,1.0,100.0,5.0,88581,3083,797601.380511,9.004203841805806,-797601.380511,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
lightgbm,periodic,14,model,1.0,100.0,10.0,88581,3083,809206.380511,9.135213877818043,-809206.380511,4884,0.0551359772411691,4194,79503,882,2201,0.7139150178397664,27.146833844066528,5,500.0
